Trial,Rule,Result,Probability,PC1,PC2,PC3,Site,Excluded
0,1,Sand,0.978,'> -1.079,'<= 0.247,"",D,"A, B, C, E, F, G, H, I, J, K, L"
0,2,Sand,0.967,'> 0.142,"",'> 0.148,"A, C, D, E, F, G, H, I, K","B, J, L"
0,3,Sand,0.929,'<= -0.385,'<= -2.246,'> 0.08,Any,None
0,4,Sand,0.929,'<= -1.079,'<= -1.92,'> 0.15,Any,None
0,5,Sand,0.7909999999999999,'> -0.385,"","",Any,None
0,6,Sand,0.764,"",'<= 0.259,"",G,"A, B, C, D, E, F, H, I, J, K, L"
0,7,Reef,0.993,'<= 1.494,'> 0.227,"",K,"A, B, C, D, E, F, G, H, I, J, L"
0,8,Reef,0.989,'<= 0.021,'> 0.227,"","A, B, D, E, F, H, I, J, K, L","C, G"
0,9,Reef,0.986,'<= 0.448,'> 0.227,"",J,"A, B, C, D, E, F, G, H, I, K, L"
0,10,Reef,0.974,'-0.385 < x <= 0.463,'> -1.208,"",E,"A, B, C, D, F, G, H, I, J, K, L"
0,11,Reef,0.974,'-0.385 < x <= 1.494,'> 0.4,"","A, B, D, E, F, G, H, I, J, K, L",C
0,12,Reef,0.967,"",'> 0.227,"",L,"A, B, C, D, E, F, G, H, I, J, K"
0,13,Reef,0.961,'<= 1.301,"",'<= -0.173,Any,None
0,14,Reef,0.96,'<= 0.142,'<= 0.091,'<= 0.123,"C, D, F, H, I","A, B, E, G, J, K, L"
0,15,Reef,0.9590000000000001,'<= 0.142,'0.091 < x <= 0.227,"","C, E, F, H, I, J","A, B, D, G, K, L"
0,16,Reef,0.9570000000000001,'<= 0.632,"",'<= -0.104,"A, B, D, E, F, G, H, I, J, K, L",C
0,17,Reef,0.9560000000000001,'<= -0.385,'> 0.259,"",Any,None
0,18,Reef,0.9440000000000001,'<= 2.582,'> -0.07,'<= -0.173,Any,None
0,19,Reef,0.9390000000000001,'<= 1.494,'> 0.261,"",J,"A, B, C, D, E, F, G, H, I, K, L"
0,20,Reef,0.935,'-0.385 < x <= 1.494,"","",A,"B, C, D, E, F, G, H, I, J, K, L"
0,21,Reef,0.922,'<= -0.385,"","","A, B, C, D, E, F, H, I, J, K, L",G
0,22,Reef,0.897,'<= 1.494,'-0.45 < x <= 0.227,"","C, E, F, H","A, B, D, G, I, J, K, L"
1,1,Sand,0.963,'> -2.06,'<= 0.166,"",D,"A, B, C, E, F, G, H, I, J, K, L"
1,2,Sand,0.8230000000000001,'0.172 < x <= 1.579,'0.132 < x <= 0.276,'<= 0.036,"B, C, D, E, F, G, H, J, K, L","A, I"
1,3,Sand,0.8180000000000001,'> -0.736,'<= 0.132,'> 0.014,"B, C, D, E, F, G, H, I, J, K, L",A
1,4,Sand,0.778,'-2.06 < x <= -0.736,'<= -0.564,'> 0.001,Any,None
1,5,Sand,0.774,'-2.06 < x <= -0.736,'<= 0.166,'> 0.001,A,"B, C, D, E, F, G, H, I, J, K, L"
1,6,Sand,0.645,'> -0.736,"","",Any,None
1,7,Reef,0.995,"",'> 0.334,"",K,"A, B, C, D, E, F, G, H, I, J, L"
1,8,Reef,0.992,'<= -2.06,"","","A, B, C, D, E, F, H, I, J, K, L",G
1,9,Reef,0.97,'<= -2.61,"","",Any,None
1,10,Reef,0.965,'<= -0.736,'> 0.166,"","A, B, C, D, E, F, H, I, J, K, L",G
1,11,Reef,0.9580000000000001,"",'> 0.334,'<= -0.26,Any,None
1,12,Reef,0.9510000000000001,'<= -0.736,'> -0.564,'> 0.001,"B, C, E, F, H, I, J, K, L","A, D, G"
1,13,Reef,0.9510000000000001,'-0.736 < x <= 2.658,'> 0.491,"","A, B, D, E, F, G, H, I, J, K, L",C
1,14,Reef,0.908,'> 2.658,'> 0.649,"",Any,None
1,15,Reef,0.8750000000000001,'<= 1.579,'-1.33 < x <= 0.132,'<= 0.014,"A, C, E, F, G, H, I, J, L","B, D, K"
1,16,Reef,0.8690000000000001,'<= 0.316,'> 0.334,"",C,"A, B, D, E, F, G, H, I, J, K, L"
1,17,Reef,0.8310000000000001,'<= 1.666,'> 0.334,"","A, B, D, E, F, G, H, I, J, K, L",C
1,18,Reef,0.7959999999999999,'<= 0.172,'<= 0.276,'<= 0.036,"A, E, F, G, H, I, J, K, L","B, C, D"
1,19,Reef,0.6849999999999999,'<= 1.579,'> 0.132,"","A, E, F, G, H, I, J, K, L","B, C, D"
2,1,Sand,0.8130000000000001,'> 2.662,"",'> -0.206,"A, B, C, D, E, F, G, H, I, J, L",K
2,2,Sand,0.6659999999999999,'> -2.61,"","",G,"A, B, C, D, E, F, H, I, J, K, L"
2,3,Sand,0.6629999999999999,'> -1.002,'<= 0.386,'> -0.206,Any,None
2,4,Reef,0.995,"",'> 0.386,"",K,"A, B, C, D, E, F, G, H, I, J, L"
2,5,Reef,0.989,'<= -0.061,'> 0.205,'> -0.206,"A, E, F, H, I, J, K, L","B, C, D, G"
2,6,Reef,0.962,'<= -0.061,"",'<= -0.044,"A, B, E, F, H, I, J, K, L","C, D, G"
2,7,Reef,0.9450000000000001,'<= -2.61,"","",Any,None
2,8,Reef,0.921,'<= 0.708,'> 0.193,"","B, E, F, H, I, J, K, L","A, C, D, G"
2,9,Reef,0.904,'<= -0.061,'> -0.648,"","E, F, H, I, J","A, B, C, D, G, K, L"
2,10,Reef,0.899,'<= -1.002,"","","A, B, C, D, E, F, H, I, J, K, L",G
2,11,Reef,0.888,'<= -0.061,'> 0.054,"","E, F, H, I, J, K, L","A, B, C, D, G"
2,12,Reef,0.8550000000000001,"","",'<= -0.092,D,"A, B, C, E, F, G, H, I, J, K, L"
2,13,Reef,0.8480000000000001,'<= 2.662,'> 0.386,"","A, B, C, D, E, F, H, I, J, K, L",G
2,14,Reef,0.8180000000000001,"","",'<= -0.206,Any,None
2,15,Reef,0.7,'0.708 < x <= 2.4,'> 0.334,'-0.206 < x <= 0.092,"A, E, F, G, H, I, J, K, L","B, C, D"
2,16,Reef,0.6759999999999999,'> -0.061,'<= -1.981,"",Any,None
3,1,Sand,0.971,'> -1.751,'<= 0.296,'-0.124 < x <= 0.205,B,"A, C, D, E, F, G, H, I, J, K, L"
3,2,Sand,0.92,'> -1.751,'<= 0.296,'> -0.016,D,"A, B, C, E, F, G, H, I, J, K, L"
3,3,Sand,0.8580000000000001,'> -1.751,'<= 0.296,'> -0.124,C,"A, B, D, E, F, G, H, I, J, K, L"
3,4,Sand,0.8580000000000001,'> -0.549,'<= 0.508,"",B,"A, C, D, E, F, G, H, I, J, K, L"
3,5,Sand,0.8410000000000001,'> 2.454,'<= 0.508,"",Any,None
3,6,Sand,0.7989999999999999,'> -0.549,'-2.237 < x <= -0.45,'> 0.118,Any,None
3,7,Sand,0.755,'> 0.238,'0.388 < x <= 0.414,"","C, D, E, F, G, H, I, J, K, L","A, B"
3,8,Sand,0.735,'> -1.751,"",'> 0.205,"A, B, C, D, E, F, G, H, I, L","J, K"
3,9,Sand,0.707,'> -0.549,'<= 0.227,"",G,"A, B, C, D, E, F, H, I, J, K, L"
3,10,Sand,0.6729999999999999,'-0.549 < x <= 0.238,"","",G,"A, B, C, D, E, F, H, I, J, K, L"
3,11,Sand,0.647,'-1.751 < x <= -0.549,'<= 0.296,'> 0.078,"A, B, E, F, H","C, D, G, I, J, K, L"
3,12,Sand,0.627,'-1.751 < x <= -0.549,'0.23 < x <= 0.524,'> -0.124,G,"A, B, C, D, E, F, H, I, J, K, L"
3,13,Sand,0.601,'> -0.549,"","",Any,None
3,14,Reef,0.996,'<= -0.549,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
3,15,Reef,0.996,'<= -0.549,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
3,16,Reef,0.991,"","",'<= -0.148,D,"A, B, C, E, F, G, H, I, J, K, L"
3,17,Reef,0.981,'<= -0.549,'> 0.296,'> -0.124,"A, B, C, D, E, F, H, I, J, K, L",G
3,18,Reef,0.97,'<= -0.549,"",'<= -0.016,"A, B, D, E, F, H, I, J, K, L","C, G"
3,19,Reef,0.9550000000000001,"",'> 0.227,"",K,"A, B, C, D, E, F, G, H, I, J, L"
3,20,Reef,0.9470000000000001,"","",'<= -0.354,"B, C, D, E, F, G, H, I, J, K, L",A
3,21,Reef,0.933,'<= -0.549,"",'<= 0.078,"A, E, F, H, I, J, K","B, C, D, G, L"
3,22,Reef,0.912,'<= -0.549,"",'<= -0.124,Any,None
3,23,Reef,0.908,"","",'> 0.09,J,"A, B, C, D, E, F, G, H, I, K, L"
3,24,Reef,0.8740000000000001,'<= 1.639,'> 0.508,"",Any,None
3,25,Reef,0.8590000000000001,'<= -1.751,"","",Any,None
3,26,Reef,0.8240000000000001,'<= 0.98,'> -0.45,'<= 0.205,"E, F, H, I","A, B, C, D, G, J, K, L"
3,27,Reef,0.8220000000000001,'<= 0.873,"",'<= -0.14,Any,None
3,28,Reef,0.8180000000000001,'<= 0.98,'> -2.237,'<= 0.118,"E, F, H, I","A, B, C, D, G, J, K, L"
3,29,Reef,0.8150000000000001,'<= -0.549,"","",L,"A, B, C, D, E, F, G, H, I, J, K"
3,30,Reef,0.812,'<= 2.454,'-0.209 < x <= 0.227,'<= 0.205,"E, F, H","A, B, C, D, G, I, J, K, L"
3,31,Reef,0.807,'<= 2.454,'> 0.227,'<= 0.148,"E, F, H, I, J, K, L","A, B, C, D, G"
3,32,Reef,0.804,'<= 2.454,'<= 0.508,'<= -0.005,A,"B, C, D, E, F, G, H, I, J, K, L"
3,33,Reef,0.612,'> 0.98,'<= -1.009,'> -0.033,Any,None
3,34,Reef,0.603,"",'> 0.227,'<= 0.148,"B, E, F, G, H, I, J, K, L","A, C, D"
4,1,Sand,0.979,'> 3.122,'<= 0.503,"",Any,None
4,2,Sand,0.962,'> -2.06,'<= 0.241,"",B,"A, C, D, E, F, G, H, I, J, K, L"
4,3,Sand,0.897,'> -2.06,'<= 0.241,'> -0.064,D,"A, B, C, E, F, G, H, I, J, K, L"
4,4,Sand,0.8630000000000001,'> 0.459,"",'> 0.031,I,"A, B, C, D, E, F, G, H, J, K, L"
4,5,Sand,0.8570000000000001,'> 1.531,'<= 0.503,'> 0.031,Any,None
4,6,Sand,0.8340000000000001,'> -0.511,'<= 0.356,"",C,"A, B, D, E, F, G, H, I, J, K, L"
4,7,Sand,0.8130000000000001,'<= -0.511,'0.37 < x <= 0.382,"",G,"A, B, C, D, E, F, H, I, J, K, L"
4,8,Sand,0.7879999999999999,'> -0.511,'<= 0.356,"",D,"A, B, C, E, F, G, H, I, J, K, L"
4,9,Sand,0.762,'> -0.511,'<= 0.176,"",K,"A, B, C, D, E, F, G, H, I, J, L"
4,10,Sand,0.756,'> 0.459,"","",C,"A, B, D, E, F, G, H, I, J, K, L"
4,11,Sand,0.716,'> -0.511,'<= 0.176,'> -0.119,I,"A, B, C, D, E, F, G, H, J, K, L"
4,12,Sand,0.6789999999999999,'> 0.459,'<= 0.406,"",Any,None
4,13,Sand,0.658,'> -2.06,'<= 0.03,'> 0.074,"A, B, C, D, E, F, H, I, K, L","G, J"
4,14,Sand,0.657,'> -0.511,'<= 0.356,'> -0.119,"B, C, D, E, F, H, I, J, K, L","A, G"
4,15,Sand,0.65,'<= -0.511,'0.437 < x <= 0.524,"",G,"A, B, C, D, E, F, H, I, J, K, L"
4,16,Sand,0.616,"",'<= 0.37,'<= -0.15,G,"A, B, C, D, E, F, H, I, J, K, L"
4,17,Sand,0.5720000000000001,'> 0.459,'<= -0.696,'<= 0.031,E,"A, B, C, D, F, G, H, I, J, K, L"
4,18,Sand,0.552,"",'<= 0.524,"",G,"A, B, C, D, E, F, H, I, J, K, L"
4,19,Reef,0.996,'<= -0.511,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
4,20,Reef,0.986,'<= -0.511,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
4,21,Reef,0.979,'<= 0.459,'> 0.176,"",K,"A, B, C, D, E, F, G, H, I, J, L"
4,22,Reef,0.973,'<= -2.06,"","","A, B, C, D, E, F, H, I, J, K, L",G
4,23,Reef,0.9470000000000001,'<= -0.511,"",'<= -0.064,"A, B, C, D, E, F, H, I, J, K, L",G
4,24,Reef,0.9420000000000001,'<= 0.459,'> 0.356,"","A, B, C, D, E, F, H, I, J, K, L",G
4,25,Reef,0.89,'<= -0.511,'> 0.03,"","A, C, E, F, H, I, J, K, L","B, D, G"
4,26,Reef,0.8760000000000001,'<= -0.511,'<= 0.03,'<= 0.074,Any,None
4,27,Reef,0.8710000000000001,'<= 2.474,'> -0.696,'<= 0.031,E,"A, B, C, D, F, G, H, I, J, K, L"
4,28,Reef,0.8610000000000001,'<= 0.459,'> 0.176,'> 0.057,"B, C, D, E, F, G, H, I, J, K, L",A
4,29,Reef,0.81,'-0.511 < x <= 0.459,'> -1.301,"","A, E, F, H","B, C, D, G, I, J, K, L"
4,30,Reef,0.7919999999999999,'<= 2.247,'> -1.203,'<= -0.098,"A, B, E, F, H, I, J, K, L","C, D, G"
4,31,Reef,0.7899999999999999,'-0.511 < x <= 3.122,'> 0.406,'<= 0.031,"A, B, D, E, F, G, H, I, J, K, L",C
4,32,Reef,0.736,'<= 0.459,'> 0.247,"","A, B, D, E, F, G, H, I, J, K, L",C
4,33,Reef,0.722,'<= 2.282,"",'<= 0.031,"A, F, H, I, K, L","B, C, D, E, G, J"
4,34,Reef,0.6769999999999999,'-0.511 < x <= 1.531,'> -0.45,'> 0.031,"A, D, E, F, G, H","B, C, I, J, K, L"
4,35,Reef,0.6739999999999999,"",'> 0.503,"",Any,None
4,36,Reef,0.64,'<= 2.474,"",'<= 0.031,"A, E, F, H, I, K, L","B, C, D, G, J"
5,1,Sand,0.963,'> -1.363,'<= 0.241,"",B,"A, C, D, E, F, G, H, I, J, K, L"
5,2,Sand,0.8780000000000001,'> -0.136,'<= -2.334,"",Any,None
5,3,Sand,0.8690000000000001,'> 0.892,'0.155 < x <= 0.324,'> 0.008,"A, B, C, D, E, F, G, H, I, J, L",K
5,4,Sand,0.8480000000000001,'> -0.136,'<= 0.432,"",B,"A, C, D, E, F, G, H, I, J, K, L"
5,5,Sand,0.8270000000000001,'> 2.948,"",'<= 0.144,Any,None
5,6,Sand,0.8230000000000001,'> -0.136,'<= 0.432,"",C,"A, B, D, E, F, G, H, I, J, K, L"
5,7,Sand,0.8220000000000001,'1.674 < x <= 2.948,"",'> -0.265,C,"A, B, D, E, F, G, H, I, J, K, L"
5,8,Sand,0.7949999999999999,'> -0.136,'<= 0.432,'> -0.085,D,"A, B, C, E, F, G, H, I, J, K, L"
5,9,Sand,0.757,'> 1.674,'<= 0.47,'> -0.265,Any,None
5,10,Sand,0.754,'> -1.363,'<= 0.524,'> -0.132,C,"A, B, D, E, F, G, H, I, J, K, L"
5,11,Sand,0.724,'> 0.728,"",'> 0.022,"A, B, C, D, E, F, G, H, I, J, K",L
5,12,Sand,0.72,'-0.136 < x <= 1.674,'-2.334 < x <= 0.324,'-0.085 < x <= 0.008,"A, B, C, D, E, F, G, H, J, K, L",I
5,13,Sand,0.6649999999999999,'-1.363 < x <= -0.136,'<= 0.212,'> -0.132,G,"A, B, C, D, E, F, H, I, J, K, L"
5,14,Sand,0.646,"","",'> 0.047,G,"A, B, C, D, E, F, H, I, J, K, L"
5,15,Sand,0.588,'-1.363 < x <= -0.136,'> 0.261,'> -0.132,G,"A, B, C, D, E, F, H, I, J, K, L"
5,16,Sand,0.5740000000000001,'> -1.363,'<= 0.241,'> -0.132,Any,None
5,17,Reef,0.973,'<= -0.136,'> 0.241,'> -0.132,"A, B, D, E, F, H, I, J, K, L","C, G"
5,18,Reef,0.895,'<= -0.136,"",'<= -0.132,Any,None
5,19,Reef,0.8530000000000001,'<= 1.674,"",'<= 0.008,I,"A, B, C, D, E, F, G, H, J, K, L"
5,20,Reef,0.8140000000000001,"","",'<= -0.265,Any,None
5,21,Reef,0.7829999999999999,'-0.136 < x <= 1.674,'-2.334 < x <= 0.146,'0.008 < x <= 0.022,"A, C, E, F, G, H, I","B, D, J, K, L"
5,22,Reef,0.7799999999999999,'<= 1.674,'> 0.432,"",Any,None
5,23,Reef,0.775,'<= -1.363,"","",Any,None
5,24,Reef,0.766,'<= 2.948,'> 0.47,'<= 0.144,"A, B, D, E, F, G, H, I, J, K, L",C
5,25,Reef,0.754,'<= -0.136,'> -1.071,"","A, B, E, F, H, I, J, K, L","C, D, G"
5,26,Reef,0.721,'<= -0.136,'0.212 < x <= 0.261,"","A, B, D, E, F, G, H, I, J, K, L",C
5,27,Reef,0.695,'<= 1.674,'> 0.324,"","A, B, D, E, F, G, H, I, J, K, L",C
5,28,Reef,0.6759999999999999,'<= 0.892,'> 0.155,'> 0.008,"A, B, C, E, F, G, H, I, J, K, L",D
5,29,Reef,0.6669999999999999,'<= 1.674,"",'<= -0.085,"A, B, D, E, F, G, H, I, J, K, L",C
5,30,Reef,0.638,'-0.136 < x <= 0.728,'-2.334 < x <= 0.146,'> 0.008,"A, D, E, F, G, H, I","B, C, J, K, L"
6,1,Sand,0.9570000000000001,'0.308 < x <= 0.319,'<= 0.269,"","A, B, C, D, E, F, G, H, I, J, L",K
6,2,Sand,0.927,'> -2.387,'<= 0.207,"",B,"A, C, D, E, F, G, H, I, J, K, L"
6,3,Sand,0.89,'<= -0.548,'0.507 < x <= 0.524,"",G,"A, B, C, D, E, F, H, I, J, K, L"
6,4,Sand,0.8420000000000001,'> -2.387,'<= 0.207,'> -0.068,D,"A, B, C, E, F, G, H, I, J, K, L"
6,5,Sand,0.736,'> -2.387,'<= 0.346,'> -0.068,C,"A, B, D, E, F, G, H, I, J, K, L"
6,6,Sand,0.659,'-2.139 < x <= -0.548,'<= 0.207,'> 0.012,A,"B, C, D, E, F, G, H, I, J, K, L"
6,7,Sand,0.625,'> -2.139,'<= 0.207,'> 0.012,L,"A, B, C, D, E, F, G, H, I, J, K"
6,8,Sand,0.6,'> -2.139,'<= -0.564,'> 0.012,Any,None
6,9,Sand,0.589,'> -0.548,"","",Any,None
6,10,Sand,0.5770000000000001,"",'<= 0.524,"",G,"A, B, C, D, E, F, H, I, J, K, L"
6,11,Reef,0.998,'<= -0.548,'> 0.346,"","A, B, C, D, E, F, H, I, J, K, L",G
6,12,Reef,0.998,'<= -2.139,"","","A, B, E, F, H, I, J, K, L","C, D, G"
6,13,Reef,0.998,'<= -2.387,"","","A, B, C, D, E, F, H, I, J, K, L",G
6,14,Reef,0.995,'<= -0.548,'> 0.524,"",Any,None
6,15,Reef,0.967,'<= -0.548,'> 0.207,'> -0.068,"A, B, D, E, F, H, I, J, K, L","C, G"
6,16,Reef,0.9450000000000001,'<= -0.548,"",'-0.068 < x <= 0.012,"A, E, F, H, I, J, K, L","B, C, D, G"
6,17,Reef,0.931,'<= -0.548,'> -0.564,"","E, F, H, I, J, K","A, B, C, D, G, L"
6,18,Reef,0.926,'<= -0.548,"",'<= -0.068,"A, B, C, D, E, F, H, I, J, K, L",G
6,19,Reef,0.895,'<= -0.548,"",'<= -0.171,Any,None
6,20,Reef,0.89,'<= -3.314,"","",Any,None
6,21,Reef,0.8570000000000001,'<= 0.308,'> 0.069,"","E, F, H, I, J","A, B, C, D, G, K, L"
6,22,Reef,0.8180000000000001,'<= 1.342,'> 0.269,"","B, D, E, F, H, I, J, K, L","A, C, G"
6,23,Reef,0.7979999999999999,'<= -1.392,'<= 0.507,'<= -0.027,Any,None
6,24,Reef,0.765,"",'> 0.645,"",Any,None
6,25,Reef,0.754,'<= 0.308,"",'<= 0.092,"E, F, H, I","A, B, C, D, G, J, K, L"
6,26,Reef,0.746,'-0.548 < x <= 1.357,"","",A,"B, C, D, E, F, G, H, I, J, K, L"
6,27,Reef,0.736,'> 1.357,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
6,28,Reef,0.728,'1.342 < x <= 1.357,"","","A, C, D, E, F, G, H, I, J, K, L",B
6,29,Reef,0.704,'0.319 < x <= 1.357,'-0.45 < x <= 0.249,"","A, C, E, F, G, H","B, D, I, J, K, L"
6,30,Reef,0.6689999999999999,"","",'<= -0.223,Any,None
6,31,Reef,0.556,'<= 1.357,'<= 0.249,"","A, C, E, F, G, H","B, D, I, J, K, L"
7,1,Sand,0.893,'> -2.387,'<= 0.219,"",B,"A, C, D, E, F, G, H, I, J, K, L"
7,2,Sand,0.8260000000000001,'-1.93 < x <= -0.342,'<= -0.004,"",L,"A, B, C, D, E, F, G, H, I, J, K"
7,3,Sand,0.7899999999999999,'> -2.387,'<= 0.219,'> -0.11,D,"A, B, C, E, F, G, H, I, J, K, L"
7,4,Sand,0.6859999999999999,'> 1.752,'> 0.122,'> -0.149,"A, C, D, E, F, G, H, I, J, K, L",B
7,5,Sand,0.6849999999999999,'-0.513 < x <= -0.342,'<= 0.071,'> 0.08,"A, B, C, D, E, F, G, H, I, K, L",J
7,6,Sand,0.6809999999999999,'> -2.387,'<= 0.346,'> -0.11,C,"A, B, D, E, F, G, H, I, J, K, L"
7,7,Sand,0.5720000000000001,'> -0.342,"","",Any,None
7,8,Reef,0.917,"","",'<= -0.149,B,"A, C, D, E, F, G, H, I, J, K, L"
7,9,Reef,0.906,"",'> 0.392,"",D,"A, B, C, E, F, G, H, I, J, K, L"
7,10,Reef,0.892,'<= 1.752,'> 0.287,'> -0.149,"A, E, F, H, I, J, K, L","B, C, D, G"
7,11,Reef,0.89,"",'> -1.234,'<= -0.333,Any,None
7,12,Reef,0.888,'<= 1.752,'0.242 < x <= 0.287,"","A, E, F, H, I, L","B, C, D, G, J, K"
7,13,Reef,0.8590000000000001,'1.448 < x <= 1.494,'<= -0.916,'> -0.149,Any,None
7,14,Reef,0.8540000000000001,'<= 0.181,'> 0.096,"",J,"A, B, C, D, E, F, G, H, I, K, L"
7,15,Reef,0.772,'1.752 < x <= 2.713,'-0.072 < x <= 0.122,'<= 0.144,"A, B, C, D, E, F, G, H, J, K, L",I
7,16,Reef,0.765,'<= 1.752,"",'<= 0.059,I,"A, B, C, D, E, F, G, H, J, K, L"
7,17,Reef,0.725,'-0.253 < x <= -0.215,"","","A, C, E, F, H, J, L","B, D, G, I, K"
7,18,Reef,0.707,'<= 1.959,'> -1.234,'<= -0.149,"A, B, D, E, F, G, H, I, J, K, L",C
7,19,Reef,0.706,'<= 1.752,'-0.414 < x <= 0.287,"","A, E, F, H","B, C, D, G, I, J, K, L"
7,20,Reef,0.648,'<= -0.342,"","",Any,None
7,21,Reef,0.603,'0.651 < x <= 1.752,'> 0.287,'> -0.149,"A, E, F, G, H, I, J, K, L","B, C, D"
8,1,Sand,0.924,'> -0.941,'<= 0.372,'-0.124 < x <= 0.096,B,"A, C, D, E, F, G, H, I, J, K, L"
8,2,Sand,0.909,'-0.342 < x <= -0.27,'0.061 < x <= 0.245,'-0.124 < x <= 0.096,Any,None
8,3,Sand,0.7899999999999999,'> -1.655,'<= 0.061,"",J,"A, B, C, D, E, F, G, H, I, K, L"
8,4,Sand,0.7889999999999999,'> -1.655,'<= 0.061,"",K,"A, B, C, D, E, F, G, H, I, J, L"
8,5,Sand,0.739,'<= -1.655,'<= -1.617,'> -0.124,Any,None
8,6,Sand,0.719,'-0.342 < x <= 0.396,'0.175 < x <= 0.189,'-0.124 < x <= 0.096,"A, B, C, D, E, F, H, I, J, L","G, K"
8,7,Sand,0.702,'-0.342 < x <= 0.396,'0.061 < x <= 0.101,'<= 0.096,"A, B, C, D, E, F, G, H, I, J, L",K
8,8,Sand,0.6829999999999999,'<= -0.336,'<= 0.57,'-0.124 < x <= -0.079,G,"A, B, C, D, E, F, H, I, J, K, L"
8,9,Sand,0.6599999999999999,'-1.655 < x <= 0.396,'<= 0.061,'> -0.124,A,"B, C, D, E, F, G, H, I, J, K, L"
8,10,Sand,0.651,'> -0.941,'<= 0.372,'-0.124 < x <= 0.096,C,"A, B, D, E, F, G, H, I, J, K, L"
8,11,Sand,0.619,'-1.655 < x <= 0.389,'<= 0.061,'> 0.127,"B, C, D, E, F, G, H, I, L","A, J, K"
8,12,Sand,0.608,'<= 0.396,'0.073 < x <= 0.57,'> -0.047,G,"A, B, C, D, E, F, H, I, J, K, L"
8,13,Sand,0.603,'<= 0.396,'<= -2.088,'> -0.124,Any,None
8,14,Sand,0.5770000000000001,'> -0.941,'0.061 < x <= 0.372,'-0.124 < x <= 0.096,"A, B, C, D, E, F, G, H, I, J, L",K
8,15,Sand,0.5770000000000001,'> 0.396,"","",Any,None
8,16,Reef,0.996,'<= -0.975,'<= 0.061,'<= 0.127,"B, C, D, F, H, I, J, K, L","A, E, G"
8,17,Reef,0.991,"",'> 0.356,"",K,"A, B, C, D, E, F, G, H, I, J, L"
8,18,Reef,0.9590000000000001,'<= 0.396,'> 0.372,'> -0.124,"A, B, C, D, E, F, H, I, J, K, L",G
8,19,Reef,0.892,'<= -1.655,'> -1.617,"","A, B, C, D, E, F, H, I, J, K, L",G
8,20,Reef,0.89,"",'> 0.356,'<= 0.175,B,"A, C, D, E, F, G, H, I, J, K, L"
8,21,Reef,0.8750000000000001,'<= -0.941,'> 0.061,"","A, B, C, D, E, F, H, I, J, K, L",G
8,22,Reef,0.8650000000000001,'<= 0.396,'> 0.189,"","A, B, E, F, H, I, J, K, L","C, D, G"
8,23,Reef,0.8470000000000001,'<= -0.342,'> 0.061,'> -0.124,"A, E, F, H, I, J, K, L","B, C, D, G"
8,24,Reef,0.8430000000000001,'<= 0.396,'> 0.061,'> 0.096,"A, B, C, D, E, F, H, I, J, K, L",G
8,25,Reef,0.8200000000000001,'<= 0.396,'> 0.061,"",K,"A, B, C, D, E, F, G, H, I, J, L"
8,26,Reef,0.759,"",'-0.527 < x <= 0.356,'<= 0.175,E,"A, B, C, D, F, G, H, I, J, K, L"
8,27,Reef,0.752,'<= 0.396,"",'<= -0.124,Any,None
8,28,Reef,0.732,'<= 0.396,'-2.088 < x <= 0.061,'<= 0.127,"B, C, D, F, G, H, I, L","A, E, J, K"
8,29,Reef,0.723,"",'<= 0.073,"",G,"A, B, C, D, E, F, H, I, J, K, L"
8,30,Reef,0.641,'<= 2.923,'> 0.356,'<= -0.01,Any,None
8,31,Reef,0.638,'<= -0.438,"",'<= -0.047,Any,None
8,32,Reef,0.624,'-0.336 < x <= 0.396,"",'-0.124 < x <= -0.047,G,"A, B, C, D, E, F, H, I, J, K, L"
8,33,Reef,0.591,'<= 1.429,"",'<= 0.175,"A, C, E, F, H, L","B, D, G, I, J, K"
9,1,Sand,0.989,'> -0.351,'<= 0.043,"",J,"A, B, C, D, E, F, G, H, I, K, L"
9,2,Sand,0.743,'0.754 < x <= 2.95,"",'> 0.098,"A, C, D, E, F, I, J, L","B, G, H, K"
9,3,Sand,0.71,'> -0.351,"",'<= -0.025,J,"A, B, C, D, E, F, G, H, I, K, L"
9,4,Sand,0.709,'> 0.021,'<= 0.191,"",J,"A, B, C, D, E, F, G, H, I, K, L"
9,5,Sand,0.692,'0.452 < x <= 0.656,'<= -1.553,'> -0.265,Any,None
9,6,Sand,0.6869999999999999,"",'<= 0.181,'<= 0.146,K,"A, B, C, D, E, F, G, H, I, J, L"
9,7,Sand,0.654,'-0.513 < x <= 0.417,'-1.294 < x <= 0.161,'-0.001 < x <= 0.165,"A, B, C, E, F, H, I, K, L","D, G, J"
9,8,Sand,0.633,'-2.61 < x <= 0.417,'<= 0.201,'> -0.091,G,"A, B, C, D, E, F, H, I, J, K, L"
9,9,Sand,0.516,"","",'<= 0.376,"A, B, C, D, E, F, G, H, I, L","J, K"
9,10,Reef,0.983,"","",'> 0.146,K,"A, B, C, D, E, F, G, H, I, J, L"
9,11,Reef,0.9480000000000001,'<= 0.665,'<= 0.507,'<= -0.265,Any,None
9,12,Reef,0.901,'<= 0.665,'<= 0.565,'<= -0.168,C,"A, B, D, E, F, G, H, I, J, K, L"
