Trial,Rule,Result,Probability,PC1,PC2,PC3,Site,Excluded
58,1,Sand,0.8660000000000001,'> 1.674,"",'> 0.091,"A, B, C, D, E, F, G, H, J, K, L",I
58,2,Sand,0.8140000000000001,'> 1.674,"","",H,"A, B, C, D, E, F, G, I, J, K, L"
58,3,Sand,0.779,'> -0.206,'<= 0.4,'> -0.099,B,"A, C, D, E, F, G, H, I, J, K, L"
58,4,Sand,0.6749999999999999,'> -0.206,'0.297 < x <= 0.4,'-0.099 < x <= -0.031,Any,None
58,5,Sand,0.649,'> -2.06,'-0.118 < x <= 0.003,'> 0.031,"A, B, C, D, E, F, H, I, K, L","G, J"
58,6,Sand,0.634,'> -0.206,"",'> 0.019,G,"A, B, C, D, E, F, H, I, J, K, L"
58,7,Sand,0.531,"","",'> -0.207,Any,None
58,8,Reef,0.992,'<= -2.06,"","","A, B, C, D, E, F, H, I, J, K, L",G
58,9,Reef,0.986,'<= -0.206,'> 0.52,"",Any,None
58,10,Reef,0.984,'<= -0.206,'> 0.24,"","A, B, D, E, F, H, I, J, K, L","C, G"
58,11,Reef,0.913,'<= -0.206,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
58,12,Reef,0.892,'<= -0.206,"",'<= -0.021,"A, B, D, E, F, H, I, J, K, L","C, G"
58,13,Reef,0.885,'<= -0.517,'> 0.003,"","A, E, F, H, I, J, K, L","B, C, D, G"
58,14,Reef,0.8750000000000001,'<= 1.674,'> 0.289,'-0.099 < x <= 0.019,"A, E, F, H, J, K, L","B, C, D, G, I"
58,15,Reef,0.8360000000000001,'<= -2.61,"","",Any,None
58,16,Reef,0.8200000000000001,'<= -0.206,"",'<= 0.031,"A, E, F, H, I, J, K, L","B, C, D, G"
58,17,Reef,0.7969999999999999,'<= 2.948,'> 0.522,'<= 0.091,"A, B, D, E, F, G, H, J, K, L","C, I"
58,18,Reef,0.7959999999999999,'-0.206 < x <= 1.674,'> 0.4,"","A, B, D, E, F, G, H, I, J, K, L",C
58,19,Reef,0.7939999999999999,'<= -0.206,'-0.648 < x <= -0.118,"",Any,None
58,20,Reef,0.768,'> 1.674,'<= 0.151,'<= 0.091,"A, B, C, D, F, G, J, K, L","E, H, I"
58,21,Reef,0.739,'<= 1.674,'> -1.385,'<= -0.099,"A, B, D, E, F, H, I, J, K, L","C, G"
58,22,Reef,0.718,"",'> 0.621,"","A, B, D, E, F, G, H, I, J, K, L",C
58,23,Reef,0.716,'<= 1.674,"",'<= 0.065,"A, F, H, I","B, C, D, E, G, J, K, L"
58,24,Reef,0.706,'<= -0.206,"",'<= -0.11,Any,None
58,25,Reef,0.6809999999999999,'<= 1.674,'> 0.162,'> 0.019,"A, B, C, E, F, H, J, K, L","D, G, I"
58,26,Reef,0.655,"","",'<= -0.207,Any,None
58,27,Reef,0.5790000000000001,'<= 1.674,'> 0.289,"","A, B, D, E, F, G, H, I, J, K, L",C
58,28,Reef,0.5790000000000001,'1.674 < x <= 2.608,'<= 0.621,'<= 0.015,"A, B, F, G, J, K, L","C, D, E, H, I"
58,29,Reef,0.5,"",'> 0.235,"",Any,None
59,1,Sand,0.961,'1.063 < x <= 1.113,'<= 0.329,'> -0.223,"A, B, C, D, E, F, I, K","G, H, J, L"
59,2,Sand,0.906,'-0.744 < x <= -0.707,'<= 0.356,'> -0.171,G,"A, B, C, D, E, F, H, I, J, K, L"
59,3,Sand,0.887,'> 0.311,'<= 0.415,"",C,"A, B, D, E, F, G, H, I, J, K, L"
59,4,Sand,0.8590000000000001,'> 2.95,'<= 0.649,"",Any,None
59,5,Sand,0.8230000000000001,'> 1.784,"",'> -0.223,C,"A, B, D, E, F, G, H, I, J, K, L"
59,6,Sand,0.81,'> -2.61,'<= 0.241,'> -0.019,D,"A, B, C, E, F, G, H, I, J, K, L"
59,7,Sand,0.7809999999999999,'<= -0.744,'<= -2.23,'> -0.171,Any,None
59,8,Sand,0.764,"",'<= -2.532,'> -0.171,Any,None
59,9,Sand,0.736,'> -0.744,'<= 0.086,"",J,"A, B, C, D, E, F, G, H, I, K, L"
59,10,Sand,0.73,'0.311 < x <= 1.063,'-1.981 < x <= -1.444,'> -0.223,Any,None
59,11,Sand,0.715,'> 1.113,'<= 0.415,'-0.223 < x <= 0.092,"A, B, C, D, E, F, H, I, J","G, K, L"
59,12,Sand,0.598,'-1.994 < x <= -0.795,'0.231 < x <= 0.53,'-0.171 < x <= 0.119,G,"A, B, C, D, E, F, H, I, J, K, L"
59,13,Sand,0.532,'> -2.61,'> 0.231,'> -0.171,Any,None
59,14,Sand,0.531,"",'<= 0.231,"",Any,None
59,15,Reef,0.993,'<= -0.744,'> 0.241,"","A, B, D, E, F, H, I, J, K, L","C, G"
59,16,Reef,0.9590000000000001,'<= -0.744,"",'<= 0.032,"A, B, E, F, H, I, J, K, L","C, D, G"
59,17,Reef,0.8770000000000001,'<= 0.311,'> 0.199,"","A, E, F, H, I, J, K","B, C, D, G, L"
59,18,Reef,0.8720000000000001,'<= 1.784,'> 0.329,"","A, B, E, F, H, I, J, K, L","C, D, G"
59,19,Reef,0.8700000000000001,'<= -0.744,'> 0.231,'> 0.119,Any,None
59,20,Reef,0.8630000000000001,'<= 0.311,"",'<= -0.171,Any,None
59,21,Reef,0.8460000000000001,'<= -2.61,"","",Any,None
59,22,Reef,0.775,'<= -0.744,'> -2.23,"","B, C, E, F, H, I, J, K, L","A, D, G"
59,23,Reef,0.739,'<= -1.994,'> 0.24,"",Any,None
59,24,Reef,0.727,'-0.744 < x <= 0.311,'> 0.356,"",Any,None
59,25,Reef,0.723,"",'> 0.649,"","A, B, D, E, F, G, H, I, J, K, L",C
59,26,Reef,0.714,"",'> 0.266,"",J,"A, B, C, D, E, F, G, H, I, K, L"
59,27,Reef,0.704,'0.311 < x <= 1.063,'> -1.444,'<= 0.215,"A, E, F","B, C, D, G, H, I, J, K, L"
59,28,Reef,0.691,'<= -0.176,'> 0.091,"",L,"A, B, C, D, E, F, G, H, I, J, K"
59,29,Reef,0.6779999999999999,'-1.966 < x <= -0.744,'-2.23 < x <= 0.231,"",Any,None
59,30,Reef,0.6599999999999999,'-0.707 < x <= -0.557,"","","A, E, F, G, H, I, J, K","B, C, D, L"
59,31,Reef,0.648,'0.311 < x <= 1.784,'> 0.415,"",Any,None
59,32,Reef,0.647,'<= 0.132,'> -2.532,'<= 0.278,"A, E, F, H, I, J","B, C, D, G, K, L"
59,33,Reef,0.633,'1.113 < x <= 1.533,"",'0.092 < x <= 0.215,"A, B, C, D, E, F, G, J","H, I, K, L"
59,34,Reef,0.623,"","",'<= -0.223,Any,None
59,35,Reef,0.622,'<= 0.311,'<= 0.356,'<= -0.05,"A, B, D, E, F, G, H, I, J, K, L",C
59,36,Reef,0.619,'0.311 < x <= 2.95,'> 0.484,'<= 0.144,"A, B, D, E, F, G, H, J, K, L","C, I"
59,37,Reef,0.615,'> 0.311,'<= -1.981,'<= 0.215,Any,None
59,38,Reef,0.586,'<= 1.533,'<= 0.329,'<= -0.115,Any,None
60,1,Sand,0.9460000000000001,'> -1.6,'<= 0.275,'<= 0.238,B,"A, C, D, E, F, G, H, I, J, K, L"
60,2,Sand,0.7859999999999999,'> -1.6,'-1.309 < x <= -0.632,'0.032 < x <= 0.238,Any,None
60,3,Sand,0.739,'0.309 < x <= 0.389,'<= 0.234,'> -0.119,Any,None
60,4,Sand,0.692,'> -0.386,'<= 0.139,'-0.119 < x <= -0.075,"B, C, D, E, F, H, I, J, K, L","A, G"
60,5,Sand,0.535,"","",'> -0.353,Any,None
60,6,Reef,0.961,'<= 1.579,'> 0.234,"",K,"A, B, C, D, E, F, G, H, I, J, L"
60,7,Reef,0.927,'<= -2.61,"","",Any,None
60,8,Reef,0.927,'-0.386 < x <= 1.579,'> 0.334,'<= -0.22,Any,None
60,9,Reef,0.907,'<= -1.6,'> -1.309,"","B, C, D, E, F, H, I, J, K, L","A, G"
60,10,Reef,0.9,'<= -0.386,'> 0.275,"","A, B, C, D, E, F, H, I, J, K, L",G
60,11,Reef,0.8590000000000001,"","",'<= -0.353,Any,None
60,12,Reef,0.8420000000000001,'<= -0.386,'> -1.309,'> 0.238,Any,None
60,13,Reef,0.8410000000000001,'0.389 < x <= 0.392,"","","A, E, F, G, H, I, J, K, L","B, C, D"
60,14,Reef,0.8300000000000001,'> 1.579,'-0.069 < x <= 0.151,'<= 0.068,"A, B, C, D, E, F, G, J, L","H, I, K"
60,15,Reef,0.8230000000000001,"",'> 0.234,"",L,"A, B, C, D, E, F, G, H, I, J, K"
60,16,Reef,0.8210000000000001,'<= -0.386,'0.201 < x <= 0.205,"",Any,None
60,17,Reef,0.8130000000000001,'<= -0.386,"",'<= -0.124,Any,None
60,18,Reef,0.803,'0.392 < x <= 1.579,'-1.303 < x <= -1.274,'<= 0.182,Any,None
60,19,Reef,0.802,'<= -1.411,'0.201 < x <= 0.452,'<= 0.02,Any,None
60,20,Reef,0.8,'<= -0.386,'> 0.212,'> 0.086,Any,None
60,21,Reef,0.7889999999999999,'<= 0.238,'> 0.334,"",C,"A, B, D, E, F, G, H, I, J, K, L"
60,22,Reef,0.775,'<= 1.579,'> 0.108,'<= 0.182,"E, F, H, I","A, B, C, D, G, J, K, L"
60,23,Reef,0.766,'<= -0.386,'> -0.632,"","E, F, H, I, J, K, L","A, B, C, D, G"
60,24,Reef,0.764,'> 1.579,'-0.069 < x <= 0.013,'<= 0.144,"A, B, C, D, E, F, G, I, J, K, L",H
60,25,Reef,0.758,'<= 1.579,'> -0.44,'<= 0.182,"E, F, H","A, B, C, D, G, I, J, K, L"
60,26,Reef,0.742,'<= 1.579,'> 0.334,"","A, B, D, E, F, H, I, J, K, L","C, G"
60,27,Reef,0.72,'> 1.579,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
60,28,Reef,0.717,'<= -0.386,'0.212 < x <= 0.452,'-0.034 < x <= 0.02,Any,None
60,29,Reef,0.6779999999999999,'-0.386 < x <= 1.579,'-1.217 < x <= -1.051,"",Any,None
60,30,Reef,0.6749999999999999,'<= 0.309,'> 0.139,'> -0.007,"B, C, E, F, H, I, J, K, L","A, D, G"
60,31,Reef,0.6649999999999999,'-0.386 < x <= 1.579,"","",A,"B, C, D, E, F, G, H, I, J, K, L"
60,32,Reef,0.619,'0.23 < x <= 1.579,'> 0.334,"","A, B, D, E, F, G, H, I, J, K, L",C
60,33,Reef,0.615,'-0.386 < x <= 0.563,'0.234 < x <= 0.334,"","A, B, E, F, G, H, I, J, K, L","C, D"
60,34,Reef,0.605,'1.038 < x <= 1.579,'<= -1.555,'-0.319 < x <= 0.182,Any,None
60,35,Reef,0.594,'<= 0.392,"",'<= 0.182,"E, F, H, I","A, B, C, D, G, J, K, L"
60,36,Reef,0.591,'1.579 < x <= 2.625,'> 0.357,'<= 0.068,"A, B, E, F, G, H, I, J, K, L","C, D"
61,1,Sand,0.917,'-0.738 < x <= 0.985,'<= 0.382,'-0.155 < x <= -0.143,G,"A, B, C, D, E, F, H, I, J, K, L"
61,2,Sand,0.8270000000000001,'> -0.738,'<= 0.382,'> -0.155,C,"A, B, D, E, F, G, H, I, J, K, L"
61,3,Sand,0.7969999999999999,'-0.111 < x <= -0.081,'<= 0.227,'> -0.155,"B, C, D, E, F, G, H, I, J, K, L",A
61,4,Sand,0.7889999999999999,'> -0.738,'<= 0.382,'> -0.155,B,"A, C, D, E, F, G, H, I, J, K, L"
61,5,Sand,0.716,'-0.738 < x <= -0.123,'0.144 < x <= 0.227,'-0.002 < x <= 0.189,"B, C, D, E, F, H, I, K, L","A, G, J"
61,6,Sand,0.69,'> 0.985,"",'> -0.155,"A, B, C, D, E, F, G, H, I, J, K",L
61,7,Sand,0.6749999999999999,'> 0.999,"","","B, C, D, E, F, G, H, I, J, K, L",A
61,8,Sand,0.6649999999999999,'> -0.605,'-0.003 < x <= 0.06,'<= 0.189,"B, C, D, E, F, H, I, J, K, L","A, G"
61,9,Sand,0.654,'-0.447 < x <= 0.774,"",'-0.155 < x <= 0.037,G,"A, B, C, D, E, F, H, I, J, K, L"
61,10,Sand,0.646,"",'0.349 < x <= 0.356,"",Any,None
61,11,Sand,0.629,"",'<= 0.294,'-0.129 < x <= -0.079,G,"A, B, C, D, E, F, H, I, J, K, L"
61,12,Sand,0.62,"",'0.369 < x <= 0.377,"",Any,None
61,13,Sand,0.546,"","",'> -0.129,Any,None
61,14,Reef,0.992,'<= -2.605,"","",Any,None
61,15,Reef,0.991,'<= -0.738,"","",I,"A, B, C, D, E, F, G, H, J, K, L"
61,16,Reef,0.988,'<= -0.738,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
61,17,Reef,0.986,"","",'<= -0.155,D,"A, B, C, E, F, G, H, I, J, K, L"
61,18,Reef,0.981,'<= -0.738,"","",K,"A, B, C, D, E, F, G, H, I, J, L"
61,19,Reef,0.887,'> -0.447,'0.227 < x <= 0.382,'0.037 < x <= 0.05,"C, E, F, G, H, I, J, K, L","A, B, D"
61,20,Reef,0.8510000000000001,'<= 0.774,'-0.443 < x <= 0.181,'<= 0.325,"E, F, H","A, B, C, D, G, I, J, K, L"
61,21,Reef,0.8470000000000001,'<= -1.655,"","","A, B, C, D, E, F, H, I, J, K, L",G
61,22,Reef,0.8210000000000001,'<= -0.738,"",'<= 0.064,"A, B, C, D, E, F, H, I, J, K, L",G
61,23,Reef,0.774,'<= 0.999,"",'<= -0.155,Any,None
61,24,Reef,0.765,'-0.111 < x <= 0.774,'-2.226 < x <= -2.028,'<= 0.325,Any,None
61,25,Reef,0.717,'-0.738 < x <= 0.985,"","",A,"B, C, D, E, F, G, H, I, J, K, L"
61,26,Reef,0.716,'-0.081 < x <= -0.072,"","","A, B, E, F, G, H, I, J, K, L","C, D"
61,27,Reef,0.714,'<= 0.985,'<= 0.227,'<= -0.11,"A, B, D, E, F, G, H, I, J, K, L",C
61,28,Reef,0.695,'<= 0.774,'> 0.181,"","A, B, E, F, H, I, J, K, L","C, D, G"
61,29,Reef,0.691,'<= 0.985,'> 0.382,"",Any,None
61,30,Reef,0.6839999999999999,"","",'<= -0.155,A,"B, C, D, E, F, G, H, I, J, K, L"
61,31,Reef,0.6599999999999999,'<= -0.447,'> 0.227,"",Any,None
61,32,Reef,0.616,'0.774 < x <= 0.985,'> 0.227,'-0.143 < x <= 0.05,G,"A, B, C, D, E, F, H, I, J, K, L"
61,33,Reef,0.613,'<= -0.111,'-0.003 < x <= 0.227,'> -0.11,"A, C, E, F, G, H, I, J, K, L","B, D"
62,1,Sand,0.92,'-0.33 < x <= -0.323,"","",Any,None
62,2,Sand,0.8300000000000001,'> -0.157,'0.39 < x <= 0.4,'> -0.158,G,"A, B, C, D, E, F, H, I, J, K, L"
62,3,Sand,0.742,'> -0.33,"",'> -0.192,C,"A, B, D, E, F, G, H, I, J, K, L"
62,4,Sand,0.699,'-0.157 < x <= 0.259,'<= 0.4,'> -0.158,G,"A, B, C, D, E, F, H, I, J, K, L"
62,5,Sand,0.693,'> -1.342,'<= 0.485,'> -0.008,A,"B, C, D, E, F, G, H, I, J, K, L"
62,6,Sand,0.691,'> 0.397,'<= 0.4,'-0.062 < x <= 0.037,G,"A, B, C, D, E, F, H, I, J, K, L"
62,7,Sand,0.536,"","",'> -0.265,Any,None
62,8,Reef,0.993,'<= -0.33,'> 0.346,"","A, B, C, D, E, F, H, I, J, K, L",G
62,9,Reef,0.992,'<= -2.056,"","","A, B, C, D, E, F, H, I, J, K, L",G
62,10,Reef,0.99,'<= -2.605,"","",Any,None
62,11,Reef,0.986,'<= -0.33,'> 0.485,'> -0.098,Any,None
62,12,Reef,0.974,'<= -0.33,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
62,13,Reef,0.8750000000000001,'<= 2.341,'> 0.4,'<= -0.192,Any,None
62,14,Reef,0.8510000000000001,'<= 1.668,'> 0.27,'<= -0.158,"B, D, E, F, G, H, I, J, K, L","A, C"
62,15,Reef,0.8280000000000001,'-1.342 < x <= -0.623,'> -1.309,"","E, F, H, I, J, K, L","A, B, C, D, G"
62,16,Reef,0.8210000000000001,'<= 0.217,'> 0.097,"","A, E, F, H, I, J","B, C, D, G, K, L"
62,17,Reef,0.811,'<= -1.342,'> -1.309,"","A, B, C, D, E, F, H, I, J, K, L",G
62,18,Reef,0.7869999999999999,'-1.081 < x <= -0.33,'> 0.218,'> 0.037,Any,None
62,19,Reef,0.773,'-0.33 < x <= 0.217,'-2.375 < x <= -1.561,"",Any,None
62,20,Reef,0.759,"","",'<= -0.265,Any,None
62,21,Reef,0.757,'<= -0.33,"",'<= -0.098,Any,None
62,22,Reef,0.755,'<= 1.668,'> -1.303,'<= 0.062,"A, E, F, H, I","B, C, D, G, J, K, L"
62,23,Reef,0.752,'<= 1.668,'> 0.227,"","A, E, F, H, I, J, K, L","B, C, D, G"
62,24,Reef,0.74,'<= -0.33,'> -1.309,'<= 0.115,"E, F, H, I, J, K, L","A, B, C, D, G"
62,25,Reef,0.716,'-0.33 < x <= 2.341,'> 0.4,"","A, B, D, E, F, G, H, I, J, K, L",C
62,26,Reef,0.705,'<= -1.081,'0.263 < x <= 0.437,"",Any,None
62,27,Reef,0.659,"",'> 0.634,"",Any,None
62,28,Reef,0.634,'<= 2.341,'<= 0.4,"",A,"B, C, D, E, F, G, H, I, J, K, L"
62,29,Reef,0.604,"",'> 0.102,'<= 0.019,L,"A, B, C, D, E, F, G, H, I, J, K"
62,30,Reef,0.599,'-0.323 < x <= 1.668,'> 0.27,'<= 0.05,"A, E, F, G, H, I, J, K, L","B, C, D"
63,1,Sand,0.963,'> -1.93,'<= -0.012,"",L,"A, B, C, D, E, F, G, H, I, J, K"
63,2,Sand,0.932,'> -1.93,'<= 0.219,"",B,"A, C, D, E, F, G, H, I, J, K, L"
63,3,Sand,0.8410000000000001,'0.142 < x <= 0.169,'-1.429 < x <= 0.211,"","A, B, C, D, E, F, G, H, I, K, L",J
63,4,Sand,0.8350000000000001,'-1.93 < x <= 0.142,'> 0.475,'-0.168 < x <= -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
63,5,Sand,0.8270000000000001,'> 0.142,'<= 0.41,'-0.353 < x <= -0.321,"B, C, D, E, F, G, H, I, J, K, L",A
63,6,Sand,0.8270000000000001,'> 0.142,"",'> 0.205,Any,None
63,7,Sand,0.7829999999999999,'> -0.626,'<= 0.174,'<= 0.146,K,"A, B, C, D, E, F, G, H, I, J, L"
63,8,Sand,0.775,'-1.93 < x <= 0.142,'<= 0.174,'0.046 < x <= 0.146,A,"B, C, D, E, F, G, H, I, J, K, L"
63,9,Sand,0.773,'> -1.93,'<= 0.219,"",D,"A, B, C, E, F, G, H, I, J, K, L"
63,10,Sand,0.77,'1.047 < x <= 1.191,'<= 0.277,'> -0.289,"B, C, D, E, F, G, H, I, J, K, L",A
63,11,Sand,0.764,'> -0.919,'<= 0.24,'-0.168 < x <= -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
63,12,Sand,0.697,'> 0.142,'-2.013 < x <= 0.277,'0.091 < x <= 0.198,"A, B, C, D, E, F, H, I, K, L","G, J"
63,13,Sand,0.693,'> 0.142,'-2.013 < x <= -1.429,'> -0.289,Any,None
63,14,Sand,0.692,'> -1.93,'<= -0.594,'> 0.046,Any,None
63,15,Sand,0.692,'> 0.142,'> 0.41,'> -0.006,"A, B, C, D, E, F, G, H, I, J, L",K
63,16,Sand,0.6719999999999999,'> -1.93,'<= 0.355,'> -0.168,C,"A, B, D, E, F, G, H, I, J, K, L"
63,17,Sand,0.651,'-0.507 < x <= 0.142,"",'> -0.168,L,"A, B, C, D, E, F, G, H, I, J, K"
63,18,Sand,0.5700000000000001,'> -1.93,"",'> -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
63,19,Sand,0.525,"","",'> -0.353,Any,None
63,20,Reef,0.983,"",'> 0.41,"",K,"A, B, C, D, E, F, G, H, I, J, L"
63,21,Reef,0.981,"","",'<= -0.353,Any,None
63,22,Reef,0.98,"",'> 0.295,"",J,"A, B, C, D, E, F, G, H, I, K, L"
63,23,Reef,0.893,'<= 2.658,'> 0.277,'<= -0.17,"B, D, E, F, G, H, I, J, K, L","A, C"
63,24,Reef,0.882,'<= 2.324,"",'-0.321 < x <= -0.289,Any,None
63,25,Reef,0.8740000000000001,'1.191 < x <= 1.231,"",'<= 0.18,"A, E, F, H, I","B, C, D, G, J, K, L"
63,26,Reef,0.806,'0.142 < x <= 1.319,"","",A,"B, C, D, E, F, G, H, I, J, K, L"
63,27,Reef,0.7819999999999999,'-0.4 < x <= -0.375,"",'> -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
63,28,Reef,0.776,'<= 2.324,'> 0.211,'<= 0.198,"E, F, H, I, K, L","A, B, C, D, G, J"
63,29,Reef,0.756,'0.142 < x <= 2.324,'<= 0.41,'0.198 < x <= 0.205,Any,None
63,30,Reef,0.751,'<= -0.919,'<= 0.475,'<= -0.044,Any,None
63,31,Reef,0.748,'<= 2.324,'-0.409 < x <= 0.211,'<= 0.18,"E, F, H","A, B, C, D, G, I, J, K, L"
63,32,Reef,0.727,"","",'> 0.056,J,"A, B, C, D, E, F, G, H, I, K, L"
63,33,Reef,0.712,'0.169 < x <= 1.047,'> -1.429,'<= 0.091,"A, E, F, H, I","B, C, D, G, J, K, L"
63,34,Reef,0.6789999999999999,'0.142 < x <= 2.658,'> 0.41,'<= -0.006,Any,None
63,35,Reef,0.65,'<= 0.712,'> 0.277,'<= -0.067,"A, B, D, E, F, G, H, I, J, K, L",C
63,36,Reef,0.626,'0.142 < x <= 1.821,'> 0.277,'-0.067 < x <= 0.205,"E, F, G, H, I, J, K, L","A, B, C, D"
63,37,Reef,0.607,'<= 1.047,"",'<= 0.18,"A, E, F, H, I","B, C, D, G, J, K, L"
63,38,Reef,0.56,'<= 0.142,"","",Any,None
64,1,Sand,0.993,'<= -0.458,'<= -1.539,'> 0.134,Any,None
64,2,Sand,0.993,'> 2.479,'<= 0.418,'> -0.193,Any,None
64,3,Sand,0.99,'> -1.081,'0.186 < x <= 0.204,'> -0.166,G,"A, B, C, D, E, F, H, I, J, K, L"
64,4,Sand,0.986,'-1.081 < x <= -0.458,'<= 0.176,'> -0.166,G,"A, B, C, D, E, F, H, I, J, K, L"
64,5,Sand,0.96,'> 2.658,'<= 0.649,'> -0.193,"A, B, C, D, E, F, G, H, I, J, L",K
64,6,Sand,0.9410000000000001,'> -1.896,'<= 0.25,'<= 0.134,B,"A, C, D, E, F, G, H, I, J, K, L"
64,7,Sand,0.896,'0.418 < x <= 2.421,'0.338 < x <= 0.418,'-0.171 < x <= -0.13,"A, B, C, E, F, G, H, I, J, L","D, K"
64,8,Sand,0.896,'> 0.418,'0.333 < x <= 0.418,'> 0.002,"A, C, D, E, F, G, H, I, L","B, J, K"
64,9,Sand,0.8340000000000001,'> -0.458,'<= 0.452,'> -0.141,C,"A, B, D, E, F, G, H, I, J, K, L"
64,10,Sand,0.8230000000000001,'> -0.458,'<= 0.092,"",L,"A, B, C, D, E, F, G, H, I, J, K"
64,11,Sand,0.8190000000000001,'-0.539 < x <= -0.458,"",'> 0.134,"A, B, C, D, E, F, G, H, I, L","J, K"
64,12,Sand,0.809,'-2.533 < x <= -1.081,'0.274 < x <= 0.283,"",G,"A, B, C, D, E, F, H, I, J, K, L"
64,13,Sand,0.807,'> 0.418,"",'> -0.193,C,"A, B, D, E, F, G, H, I, J, K, L"
64,14,Sand,0.7979999999999999,'> -1.896,'<= 0.25,'-0.068 < x <= 0.134,D,"A, B, C, E, F, G, H, I, J, K, L"
64,15,Sand,0.7929999999999999,'> 0.418,'<= 0.418,'> -0.171,B,"A, C, D, E, F, G, H, I, J, K, L"
64,16,Sand,0.743,'> -0.458,'<= 0.247,'> -0.141,G,"A, B, C, D, E, F, H, I, J, K, L"
64,17,Sand,0.735,'> 0.418,'<= -0.45,'> -0.193,Any,None
64,18,Sand,0.735,'> 0.418,'<= 0.418,'> -0.171,D,"A, B, C, E, F, G, H, I, J, K, L"
64,19,Sand,0.727,'-0.458 < x <= 0.418,'0.381 < x <= 0.452,'> -0.141,G,"A, B, C, D, E, F, H, I, J, K, L"
64,20,Sand,0.727,'> 0.418,'0.072 < x <= 0.333,'-0.171 < x <= 0.201,"A, B, C, D, E, F, G, H, J, L","I, K"
64,21,Sand,0.706,'-1.081 < x <= -0.95,'> 0.186,'> -0.094,G,"A, B, C, D, E, F, H, I, J, K, L"
64,22,Sand,0.696,'-2.533 < x <= -1.966,'<= 0.231,'-0.111 < x <= 0.134,G,"A, B, C, D, E, F, H, I, J, K, L"
64,23,Sand,0.693,'-1.081 < x <= -0.458,"",'-0.166 < x <= -0.094,G,"A, B, C, D, E, F, H, I, J, K, L"
64,24,Sand,0.608,'-0.458 < x <= 0.418,"",'> -0.083,G,"A, B, C, D, E, F, H, I, J, K, L"
64,25,Sand,0.547,"","",'> -0.111,Any,None
64,26,Reef,0.992,"",'> 0.294,"",K,"A, B, C, D, E, F, G, H, I, J, L"
64,27,Reef,0.909,'-0.458 < x <= 0.418,'> 0.452,"",Any,None
64,28,Reef,0.899,'<= 0.418,'> 0.092,'0.101 < x <= 0.325,"A, B, C, E, F, H, I, L","D, G, J, K"
64,29,Reef,0.8520000000000001,'<= 3.328,'> 0.649,"","A, B, D, E, F, G, H, I, J, K, L",C
64,30,Reef,0.805,'<= 0.418,'> 0.247,"","A, B, D, E, F, H, I, J, K, L","C, G"
64,31,Reef,0.7829999999999999,'<= 0.418,"",'<= -0.141,Any,None
64,32,Reef,0.7799999999999999,'-0.458 < x <= 0.418,'> -1.301,'<= 0.325,"A, B, E, F, H","C, D, G, I, J, K, L"
64,33,Reef,0.759,'<= 3.328,'> -0.45,'-0.193 < x <= -0.171,"A, B, D, E, F, G, I, J, K, L","C, H"
64,34,Reef,0.717,'0.511 < x <= 2.479,'-0.45 < x <= 0.072,'<= 0.098,"A, C, D, E, F, G, L","B, H, I, J, K"
64,35,Reef,0.704,'> -0.458,'-0.45 < x <= -0.04,'<= 0.201,"A, B, C, D, E, F, G, L","H, I, J, K"
64,36,Reef,0.6869999999999999,'-0.458 < x <= 0.418,'0.247 < x <= 0.381,'-0.193 < x <= -0.083,"A, B, D, E, F, G, H, I, J, K, L",C
64,37,Reef,0.6779999999999999,'0.418 < x <= 2.658,'> 0.418,'<= 0.201,"A, B, D, E, F, G, H, J, K, L","C, I"
64,38,Reef,0.642,"","",'<= -0.193,Any,None
64,39,Reef,0.615,'<= -0.458,"","",Any,None
64,40,Reef,0.593,'0.511 < x <= 2.479,'> 0.333,'<= 0.098,"A, E, F, G, H, I, J, K, L","B, C, D"
65,1,Sand,0.888,'> -1.054,'-0.596 < x <= 0.204,'0.048 < x <= 0.058,"A, B, C, D, E, F, G, H, K, L","I, J"
65,2,Sand,0.809,'> -1.558,'<= 0.289,"",B,"A, C, D, E, F, G, H, I, J, K, L"
65,3,Sand,0.741,'> -1.558,'<= 0.289,'> -0.134,D,"A, B, C, E, F, G, H, I, J, K, L"
65,4,Sand,0.721,'> -1.558,'<= -0.596,'> 0.048,Any,None
65,5,Sand,0.719,'-1.558 < x <= -0.092,'0.419 < x <= 0.491,'> -0.134,G,"A, B, C, D, E, F, H, I, J, K, L"
65,6,Sand,0.689,'> -1.558,'<= 0.212,'> -0.134,G,"A, B, C, D, E, F, H, I, J, K, L"
65,7,Sand,0.6839999999999999,'-1.558 < x <= -1.044,'0.212 < x <= 0.289,'> -0.134,G,"A, B, C, D, E, F, H, I, J, K, L"
65,8,Sand,0.6679999999999999,'> -1.558,'<= 0.289,'> -0.134,C,"A, B, D, E, F, G, H, I, J, K, L"
65,9,Sand,0.659,'-1.054 < x <= -0.092,'<= 0.07,'0.058 < x <= 0.195,"B, C, D, E, F, G, H, K, L","A, I, J"
